Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,Vendor,Brand,Dosage Form,Manufacturing Site,First Line Designation,Line Item Quantity,Line Item Value,Weight (Kilograms),Freight Cost (USD),scheduled_year,scheduled_month,scheduled_quarter,delay_days,delayed
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,Tablet - FDC,"Strides, Bangalore, India.",No,25000,275000.0,,,2010,12,4,0,0
Haiti,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,Test kit,"Pacific Biotech, Thailand",Yes,100,35000.0,240.0,5362.39,2010,3,1,0,0
Zambia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,10500,336000.0,3445.0,39662.72,2013,3,1,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,2685,214800.0,1284.0,21821.97,2010,5,2,0,0
Zimbabwe,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,Oral solution,ABBVIE (Abbott) Logis. UK,Yes,1251,38555.82,1254.0,54424.24,2012,4,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,PHARMACY DIRECT,Kaletra,Oral solution,ABBVIE (Abbott) Logis. UK,Yes,4,88.27,,,2014,10,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,9400,16920.0,1030.0,1593.67,2015,3,1,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,2887,256943.0,1247.0,26859.39,2013,1,1,83,1
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,2744,244216.0,1235.0,25577.15,2013,1,1,8,1
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral solution,"Aurobindo Unit III, India",No,471,989.1,,,2013,5,2,0,0
Haiti,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,STRIDES ARCOLAB LIMITED,Generic,Chewable/dispersible tablet - FDC,"Strides, Bangalore, India.",Yes,4095,16380.0,176.0,3456.02,2013,7,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Aluvia,Tablet,ABBVIE Ludwigshafen Germany,No,47,971.91,,,2014,12,4,0,0
Ethiopia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,"KHB Test Kit Facility, Shanghai China",Yes,1100,26950.0,780.0,7655.99,2012,4,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral solution,"Aurobindo Unit III, India",Yes,11640,24676.8,,,2011,3,1,0,0
South Africa,South Africa Field Office,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet - FDC,"Cipla, Goa, India",No,6658,94179.41,,,2013,4,2,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,2891,257299.0,1378.0,32667.09,2011,12,4,-10,0
Haiti,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit VII, IN",Yes,39554,130528.2,3823.0,11051.22,2015,3,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,Tablet,"Aurobindo Unit III, India",No,73,667.44,,,2014,8,3,0,0
Cameroon,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Determine,Test kit - Ancillary,"Alere Medical Co., Ltd.",No,50,250.0,,,2012,9,3,0,0
Zimbabwe,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",No,2000,160000.0,,,2013,12,4,0,0
Botswana,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,50,1600.0,26.0,659.27,2010,8,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,Mylan (formerly Matrix) Nashik,No,18,488.0,,,2014,8,3,0,0
Senegal,PMO - US,Direct Drop,EXW,Air,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,100,200.0,,,2015,6,2,0,0
South Sudan,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",No,339,30171.0,,,2012,4,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Generic,Capsule,"Aurobindo Unit III, India",No,230,959.89,,,2009,12,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,PHARMACY DIRECT,Generic,Oral solution,"Aurobindo Unit III, India",No,11,56.85,,,2015,1,1,0,0
Haiti,PMO - US,Direct Drop,EXW,Air,MRDT,Malaria,"ACCESS BIO, INC.",CareStart,Test kit,"Access BIO, L.C.",Yes,2159,50520.6,5.0,5642.36,2012,2,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Delayed-release capsules,"Aurobindo Unit III, India",No,8,136.19,,,2014,8,3,0,0
"Congo, DRC",PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",No,423,13536.0,,,2014,11,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,22372,65326.24,2655.0,6369.79,2010,6,2,0,0
Cameroon,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Orasure Technologies Inc.,OraQuick,Test kit,"Pacific Biotech, Thailand",Yes,25,8750.0,,,2015,7,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Ziagen,Oral solution,GSK Mississauga (Canada),No,6,144.28,,,2014,2,1,0,0
South Sudan,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,100,8900.0,,,2015,6,2,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,Mylan (formerly Matrix) Nashik,No,7146,39303.0,,,2012,4,2,0,0
Ghana,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Generic,Tablet,ABBVIE Ludwigshafen Germany,Yes,672,3991.68,88.0,1472.41,2014,11,4,0,0
Zambia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,1729,138320.0,667.0,15123.48,2011,7,3,0,0
South Africa,South Africa Field Office,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Cipla, Goa, India",No,911,14646.84,,,2013,4,2,0,0
Vietnam,PMO - US,Direct Drop,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,Tablet,ABBVIE Ludwigshafen Germany,Yes,7031,427625.42,1720.0,5324.08,2014,4,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,17701,79831.51,1552.0,18114.34,2010,10,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,42131,280171.15,,,2011,10,4,50,1
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit - Ancillary,Chembio Diagnostics Sys. Inc.,Yes,660,1650.0,,,2010,11,4,0,0
Swaziland,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,240,19200.0,100.0,2274.64,2013,5,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Generic,Capsule,"Aurobindo Unit III, India",Yes,50,1636.37,,,2010,5,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,PHARMACY DIRECT,Generic,Oral solution,"Aurobindo Unit III, India",No,26,493.97,,,2015,8,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,CIPLA LIMITED,Generic,Tablet,"Cipla, Goa, India",Yes,44293,303849.98,2951.0,5567.75,2011,4,2,3,1
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,2744,244216.0,1235.0,25577.2,2013,1,1,8,1
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,Tablet,"Aurobindo Unit III, India",No,10,249.54,,,2014,11,4,0,0
Tanzania,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,672,53760.0,277.0,4379.48,2014,8,3,0,0
Cameroon,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit VII, IN",Yes,32400,150660.0,3227.0,26930.79,2013,11,4,-8,0
Ethiopia,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,50000,130000.0,2504.0,7354.24,2009,12,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Tablet,"Aurobindo Unit III, India",No,67,1321.12,,,2014,8,3,0,0
Rwanda,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,82981,776702.16,6683.0,14760.6,2011,5,2,0,0
Guyana,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,915,91500.0,439.0,11941.94,2011,9,3,0,0
Haiti,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,"KHB Test Kit Facility, Shanghai China",Yes,350,8575.0,240.0,2933.25,2013,12,4,0,0
Kenya,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,10000,890000.0,2951.0,31923.61,2011,7,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Epivir,Tablet,GSK Cape Town Factory (South Africa),No,983,10106.64,,,2014,12,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,25000,209000.0,2275.0,3073.74,2011,5,2,0,0
Rwanda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,21080,189720.0,1716.0,17074.8,2010,10,4,0,0
South Africa,South Africa Field Office,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Delayed-release capsules,"Aurobindo Unit III, India",No,64,987.12,,,2013,4,2,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,2880,256320.0,1249.0,26380.35,2013,1,1,70,1
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Generic,Oral solution,"Aurobindo Unit III, India",Yes,1700,4270.78,,,2009,10,4,6,1
Haiti,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Generic,Tablet,ABBVIE Ludwigshafen Germany,Yes,300,2712.0,44.0,1075.54,2010,6,2,0,0
Rwanda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Crixivan,Capsule,"MSD, Haarlem, NL",Yes,36,1800.0,,,2013,10,4,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,Hetero Unit III Hyderabad IN,Yes,10000,60000.0,865.0,7878.43,2011,10,4,0,0
Rwanda,PMO - US,Direct Drop,CIP,Air,ARV,Adult,CIPLA LIMITED,Generic,Tablet,"Cipla, Goa, India",Yes,768,4369.92,55.0,393.29,2012,5,2,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,Mylan (formerly Matrix) Nashik,Yes,2500,50000.0,343.0,3978.49,2014,12,4,0,0
Kenya,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,1000,32000.0,347.0,4259.57,2010,1,1,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,Tablet,"Strides, Bangalore, India.",No,33000,135300.0,,,2011,7,3,0,0
Dominican Republic,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,412,13184.0,123.0,1375.8,2013,8,3,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,No,6900,56649.0,,,2013,7,3,0,0
Zambia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,1364,109120.0,553.0,7845.09,2015,3,1,0,0
Uganda,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Generic,Tablet,ABBVIE Ludwigshafen Germany,Yes,724,4300.56,82.0,1042.36,2014,11,4,0,0
Ghana,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,Tablet,"Strides, Bangalore, India.",Yes,167716,535014.04,10803.0,24636.23,2014,11,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,Ziagen,Oral solution,GSK Mississauga (Canada),Yes,17337,160887.36,6680.0,3755.91,2012,1,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,Chembio Diagnostics Sys. Inc.,Yes,1900,55100.0,763.0,7153.63,2014,1,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,Tablet,Mylan (formerly Matrix) Nashik,No,36,534.69,,,2015,8,3,0,0
Uganda,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,Tablet,"Strides, Bangalore, India.",Yes,71348,227600.12,4334.0,8144.11,2013,11,4,0,0
"Congo, DRC",PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",No,2,64.0,,,2014,9,3,0,0
Rwanda,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Generic,Tablet,ABBVIE Ludwigshafen Germany,Yes,1395,10755.45,188.0,3035.87,2012,1,1,0,0
Uganda,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,Yes,60678,491491.8,8402.0,28304.85,2013,8,3,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,3154,280706.0,1279.0,19112.91,2014,8,3,21,1
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Truvada,Tablet - FDC,"Aspen-OSD, Port Elizabeth, SA",No,200,9382.78,,,2010,5,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Generic,Delayed-release capsules,"Aurobindo Unit III, India",No,23,502.94,,,2014,8,3,0,0
Ethiopia,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Delayed-release capsules,"Aurobindo Unit III, India",Yes,1625,21125.0,111.0,1206.62,2011,5,2,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,10000,81000.0,,,2014,10,4,0,0
Rwanda,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit VII, IN",Yes,2800,14980.0,273.0,2964.49,2012,1,1,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,275,21367.5,64.0,2319.8,2010,11,4,0,0
Liberia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Standard Diagnostics, Inc.",Bioline,Test kit,"Standard Diagnostics, Korea",Yes,70,1400.0,25.0,648.95,2011,10,4,0,0
Haiti,PMO - US,Direct Drop,EXW,Ocean,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral suspension,"Aurobindo Unit III, India",Yes,2040,3080.4,820.0,2214.69,2014,5,2,0,0
Guyana,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,Oral solution,ABBVIE (Abbott) Logis. UK,Yes,51,4192.2,99.0,1454.81,2011,11,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Generic,Oral solution,"Aurobindo Unit III, India",No,34,932.3,,,2014,8,3,0,0
Uganda,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,Oral solution,ABBVIE (Abbott) Logis. UK,Yes,188,5794.16,221.0,2553.06,2014,3,1,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,6340,564260.0,2571.0,37297.95,2014,8,3,8,1
Uganda,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,EMCURE PHARMACEUTICALS LTD,Generic,Capsule,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,384,10018.56,40.0,990.07,2010,3,1,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet - FDC,Mylan (formerly Matrix) Nashik,No,42392,597727.2,,,2012,5,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,PHARMACY DIRECT,Kaletra,Oral solution,ABBVIE (Abbott) Logis. UK,Yes,2,44.13,,,2014,6,2,0,0
Sudan,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,132,4224.0,50.0,1595.38,2011,4,2,0,0
Ghana,PMO - US,Direct Drop,EXW,Air,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,Tablet,"Strides, Bangalore, India.",Yes,47716,152214.04,3077.0,22734.92,2014,7,3,0,0
Burundi,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,"KHB Test Kit Facility, Shanghai China",Yes,23,563.5,21.0,1327.6,2012,6,2,0,0
Ghana,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Chewable/dispersible tablet - FDC,"Mylan,  H-12 & H-13, India",Yes,11022,21933.78,1976.0,12580.0,2015,4,2,0,0
Zambia,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,100000,735000.0,9389.0,51294.87,2012,3,1,0,0
Dominican Republic,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,1000,92000.0,399.0,8776.57,2011,10,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,PHARMACY DIRECT,Generic,Oral solution,"Aurobindo Unit III, India",No,4,20.67,,,2015,3,1,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,4657,414473.0,2307.0,21672.24,2015,6,2,-4,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,PHARMACY DIRECT,Reyataz,Capsule,"BMS Evansville, US",No,9,143.1,,,2015,5,2,0,0
South Africa,South Africa Field Office,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Ziagen,Oral solution,GSK Mississauga (Canada),No,91,2074.51,,,2013,4,2,0,0
Vietnam,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,"Aurobindo Unit III, India",Yes,24612,35687.4,4762.0,17541.06,2010,3,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,33711,85288.83,1810.0,2016.42,2010,8,3,27,1
Haiti,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet - FDC,Hetero Unit III Hyderabad IN,Yes,30096,247088.16,4278.0,7567.99,2013,7,3,0,0
Cameroon,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit VII, IN",Yes,32426,150780.9,3234.0,26980.59,2013,11,4,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,PHARMACY DIRECT,Generic,Tablet,"Aurobindo Unit III, India",No,7,126.22,,,2015,7,3,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit III, India",Yes,1461,29950.5,154780.0,1664.12,2010,3,1,0,0
Rwanda,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,Generic,Delayed-release capsules,"Aurobindo Unit III, India",Yes,1467,29340.0,114.0,4822.01,2012,6,2,0,0
Kenya,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,1,89.0,1370.0,14515.01,2011,2,1,0,0
Haiti,PMO - US,Direct Drop,EXW,Ocean,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Tablet - FDC,"Aurobindo Unit III, India",No,1393,6407.8,,,2013,9,3,0,0
Rwanda,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,MICRO LABS LIMITED,Generic,Capsule,"Micro labs, Verna, Goa, India",Yes,924,1755.6,45.0,1411.52,2014,4,2,0,0
Tanzania,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Standard Diagnostics, Inc.",Bioline,Test kit,"Standard Diagnostics, Korea",Yes,10000,200000.0,3334.0,23489.63,2011,6,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Videx,Chewable/dispersible tablet,"BMS Meymac, France",No,10,164.62,,,2010,5,2,0,0
CÃ_x0083_Â´te d'Ivoire,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,2945,235600.0,1280.0,125.42,2013,6,2,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,Generic,Oral solution,"Aurobindo Unit III, India",No,135,3650.16,,,2014,8,3,0,0
Nigeria,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,31842,1018944.0,9312.0,77833.24,2014,1,1,0,0
Tanzania,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,450,14400.0,149.0,2242.31,2011,10,4,0,0
Kenya,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,Inverness Japan,Yes,2849,253561.0,783.0,9162.21,2011,2,1,0,0
Mali,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,431,34480.0,186.0,5346.38,2014,3,1,0,0
South Africa,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,"Aurobindo Unit III, India",Yes,77143,565458.19,3894.0,3161.68,2010,12,4,0,0
Guyana,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,"Alere Medical Co., Ltd.",Yes,300,30000.0,137.0,3825.21,2012,6,2,0,0
Zambia,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,"Trinity Biotech, Plc",Yes,7280,232960.0,2391.0,25818.23,2012,8,3,0,0
South Africa,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,Zerit,Capsule,"BMS Meymac, France",Yes,200,1213.75,,,2010,6,2,0,0
